transaction_id,amount,transaction_type,sender_bank,receiver_bank,location,timestamp,hour,day_of_week,is_night,device_score,velocity,is_new_device,is_round_amount,location_change,is_fraud,amount_log,amount_anomaly,hour_sin,hour_cos,risk_score
TXN164492499,202.17,P2M,Axis,HDFC,Bangalore,2024-06-27T18:00:40,18,3,0,10.484107847318162,3,0,0,0,0,5.314043067009519,0.48412876163919666,-1.0,-1.8369701987210297e-16,11.693643138927264
TXN884917891,6844.41,P2P,BOB,ICICI,Jaipur,2024-08-31T20:08:30,20,5,0,41.015995291959754,3,0,0,0,0,8.831333633664325,0.42239670104670596,-0.8660254037844386,0.5000000000000001,23.9063981167839
TXN162430052,936.31,P2P,HDFC,SBI,Mumbai,2024-12-10T09:44:16,9,1,0,25.725790009434363,2,0,0,0,0,6.843014070638235,0.3839341581355249,0.7071067811865476,-0.7071067811865475,15.290316003773746
TXN226628578,112.12,P2M,Axis,PNB,Hyderabad,2024-06-01T20:14:25,20,5,0,20.00445070321933,2,0,0,0,0,4.728449202148263,0.49641868460417016,-0.8660254037844386,0.5000000000000001,13.001780281287733
TXN359557718,537.5,Auto-Pay,Axis,BOB,Bangalore,2024-11-09T19:45:13,19,5,0,28.932972971921927,3,0,0,0,0,6.288787496596443,0.43836329947545916,-0.9659258262890684,0.2588190451025203,19.073189188768772
TXN488949929,50.0,Collect,Axis,HDFC,Delhi,2024-06-06T19:03:23,19,3,0,39.81460740436107,3,0,0,0,0,3.9318256327243257,0.5048967525062706,-0.9659258262890684,0.2588190451025203,23.42584296174443
TXN633839890,583.42,P2P,ICICI,SBI,Chennai,2024-01-18T15:03:16,15,3,0,97.83181080598015,6,1,0,1,1,6.370619902425785,0.4320961893971517,-0.7071067811865471,-0.7071067811865479,84.13272432239206
TXN771150302,30000.0,P2P,PNB,PNB,Ahmedabad,2024-08-28T22:33:31,22,2,1,66.6615212259083,13,1,1,1,1,10.308985993422082,3.5826456439507655,-0.5000000000000004,0.8660254037844384,104.16460849036332
TXN713915835,115.9,QR,Kotak,PNB,Pune,2024-12-08T08:41:34,8,6,0,33.606708404445556,3,0,0,0,0,4.761318868478023,0.49590279444528507,0.8660254037844387,-0.4999999999999998,20.942683361778222
TXN755491889,9968.99,P2M,Kotak,SBI,Bangalore,2024-06-27T12:57:58,12,3,0,19.807230702563587,3,0,0,0,0,9.207334859946354,0.8488358737051943,1.2246467991473532e-16,-1.0,15.422892281025435
TXN896493781,6828.61,P2P,HDFC,Kotak,Hyderabad,2024-11-28T19:18:21,19,3,0,11.163122159323194,1,0,0,0,0,8.82902284990962,0.42024033477411754,-0.9659258262890684,0.2588190451025203,6.965248863729278
TXN297856778,628.62,QR,HDFC,HDFC,Pune,2024-06-17T17:52:15,17,0,0,38.51861034828194,3,0,0,0,0,6.445116462799421,0.4259273441110129,-0.9659258262890683,-0.25881904510252063,22.907444139312776
TXN243508520,40000.0,QR,BOB,Kotak,Pune,2024-11-10T23:03:54,23,6,1,99.84716729696191,14,1,1,1,1,10.596659732783579,4.947434424069976,-0.25881904510252157,0.9659258262890681,119.93886691878477
TXN559324486,577.01,P2M,Axis,Kotak,Jaipur,2024-12-08T13:31:06,13,6,0,38.813275372387565,1,0,0,0,0,6.359591169560779,0.4329710190052082,-0.2588190451025208,-0.9659258262890683,18.02531014895503
TXN882676154,50.0,P2P,BOB,HDFC,Kolkata,2024-03-21T08:22:48,8,3,0,32.18309525431815,3,0,0,0,0,3.9318256327243257,0.5048967525062706,0.8660254037844387,-0.4999999999999998,20.37323810172726
TXN725522318,382.25,P2P,HDFC,PNB,Hyderabad,2024-05-09T18:05:03,18,3,0,34.10389501436629,2,0,0,0,0,5.948687517751924,0.4595516452868099,-1.0,-1.8369701987210297e-16,18.641558005746518
TXN995678908,246.84,Auto-Pay,Axis,SBI,Pune,2024-09-29T08:19:47,8,6,0,43.48803097942597,3,0,0,0,0,5.512783376668558,0.4780322501584041,0.8660254037844387,-0.4999999999999998,24.89521239177039
TXN417784886,1643.7,Auto-Pay,BOB,HDFC,Pune,2024-03-28T15:45:42,15,3,0,35.75666146186008,1,1,0,0,0,7.405313275747224,0.287390364618672,-0.7071067811865471,-0.7071067811865479,36.80266458474403
TXN644265430,186.73,QR,ICICI,BOB,Hyderabad,2024-03-06T10:52:11,10,2,0,25.701463849038518,1,0,0,0,0,5.23500476033627,0.4862359955157007,0.49999999999999994,-0.8660254037844387,12.780585539615409
TXN528835149,1185.39,Auto-Pay,BOB,Axis,Mumbai,2024-08-19T17:18:29,17,0,0,25.53667519882173,1,0,0,1,0,7.078670361927781,0.34993999920031565,-0.9659258262890683,-0.25881904510252063,22.714670079528695
TXN997395888,388.94,P2P,BOB,Axis,Jaipur,2024-12-25T08:40:11,8,2,0,41.17226681726075,2,0,0,0,0,5.965992881134312,0.45863860159291014,0.8660254037844387,-0.4999999999999998,21.4689067269043
TXN884258145,170.21,P2M,Kotak,PNB,Hyderabad,2024-05-16T18:31:42,18,3,0,37.18910280297274,1,0,0,0,0,5.142890873216727,0.48849062658045767,-1.0,-1.8369701987210297e-16,17.375641121189098
TXN675390835,1722.89,P2M,SBI,Axis,Ahmedabad,2024-10-16T09:49:08,9,2,0,16.41743531359646,2,0,0,0,0,7.452338644083598,0.276582602268908,0.7071067811865476,-0.7071067811865475,11.566974125438584
TXN110858106,106.36,Auto-Pay,Kotak,HDFC,Hyderabad,2024-02-05T13:17:50,13,0,0,39.93840426274944,3,0,0,0,0,4.676187673223372,0.4972048029415188,-0.2588190451025208,-0.9659258262890683,23.475361705099775
TXN995494651,4414.05,P2P,ICICI,HDFC,Kolkata,2024-05-07T18:23:05,18,1,0,33.59478235686864,2,0,0,0,0,8.392774438002245,0.0907038950816535,-1.0,-1.8369701987210297e-16,18.43791294274746
TXN373335849,304.34,P2M,Kotak,PNB,Delhi,2024-09-07T12:35:18,12,5,0,19.572769684758114,1,0,0,1,0,5.721425909828796,0.47018471467271866,1.2246467991473532e-16,-1.0,20.329107873903247
TXN778301813,182.68,P2M,HDFC,PNB,Delhi,2024-05-31T17:58:45,17,4,0,13.693726580450308,1,0,0,0,0,5.213195113131202,0.486788734971649,-0.9659258262890683,-0.25881904510252063,7.977490632180124
TXN445610550,870.53,QR,Kotak,SBI,Hyderabad,2024-04-28T18:50:52,18,6,0,33.113957443121635,3,0,0,0,0,6.770250287775521,0.39291173873114904,-1.0,-1.8369701987210297e-16,20.745582977248652
TXN216929412,9070.76,P2P,HDFC,Kotak,Pune,2024-03-05T19:11:42,19,1,0,17.479954119840265,2,0,0,0,0,9.112921570591137,0.7262464511085466,-0.9659258262890684,0.2588190451025203,11.991981647936107
TXN634075008,366.02,P2P,ICICI,Axis,Mumbai,2024-09-25T20:55:25,20,2,0,29.286345757657376,1,0,0,0,0,5.905416342482528,0.4617666974769434,-0.8660254037844386,0.5000000000000001,14.214538303062952
TXN128461914,1267.68,P2M,SBI,SBI,Chennai,2024-10-04T20:15:12,20,4,0,36.937293837699436,3,0,0,0,0,7.145732268854251,0.3387091523287146,-0.8660254037844386,0.5000000000000001,22.274917535079773
TXN219494888,288.61,P2P,Kotak,SBI,Jaipur,2024-12-18T17:38:20,17,2,0,38.63723340618866,1,0,0,0,0,5.6685351903021415,0.47233152742384615,-0.9659258262890683,-0.25881904510252063,17.954893362475467
TXN688710148,545.43,P2P,Axis,Axis,Kolkata,2024-06-21T15:16:37,15,4,0,21.519039451318953,3,0,0,0,0,6.30340621158099,0.43728102197282465,-0.7071067811865471,-0.7071067811865479,16.10761578052758
TXN713576635,2280.68,Auto-Pay,HDFC,BOB,Ahmedabad,2024-08-06T20:38:26,20,1,0,20.509594554444657,3,0,0,0,0,7.732667292718885,0.2004560489026386,-0.8660254037844386,0.5000000000000001,15.703837821777864
TXN204393574,50.0,Auto-Pay,SBI,HDFC,Delhi,2024-04-05T08:35:21,8,4,0,31.778321544850677,2,0,0,0,0,3.9318256327243257,0.5048967525062706,0.8660254037844387,-0.4999999999999998,17.71132861794027
TXN372379483,1453.9,P2M,PNB,HDFC,Mumbai,2024-04-13T11:01:03,11,5,0,35.38655872847281,1,0,0,0,0,7.282692448721343,0.3132940556653347,0.258819045102521,-0.9659258262890682,16.654623491389124
TXN437851817,1280.95,P2P,HDFC,HDFC,Pune,2024-11-19T16:23:00,16,1,0,19.300440280385565,2,0,0,0,0,7.156137635159972,0.3368980776174964,-0.8660254037844384,-0.5000000000000004,12.720176112154228
TXN577351769,1088.8,QR,BOB,Axis,Bangalore,2024-06-09T15:07:35,15,6,0,31.37270971947075,2,0,0,0,0,6.993749472148998,0.3631224940274871,-0.7071067811865471,-0.7071067811865479,17.5490838877883
TXN579836949,164.21,QR,ICICI,Axis,Lucknow,2024-04-27T16:39:44,16,5,0,22.459043752794155,1,0,0,0,0,5.1072173919425,0.4893094998485292,-0.8660254037844384,-0.5000000000000004,11.483617501117662
TXN940036981,639.23,P2P,Kotak,HDFC,Lucknow,2024-12-28T15:56:45,15,5,0,11.292117507707006,3,0,0,0,0,6.4618274867939896,0.4244793032153064,-0.7071067811865471,-0.7071067811865479,12.016847003082802
TXN922947250,5981.04,Collect,ICICI,HDFC,Bangalore,2024-12-15T08:01:10,8,6,0,25.016150703417853,1,0,0,0,0,8.696516925894384,0.30456493213755365,0.8660254037844387,-0.4999999999999998,12.506460281367142
TXN195182986,739.71,P2P,Axis,Kotak,Delhi,2024-08-21T20:36:53,20,2,0,31.87746019820373,1,0,0,0,0,6.6076091856706505,0.41076590555266856,-0.8660254037844386,0.5000000000000001,15.250984079281492
TXN483083195,1021.18,P2P,HDFC,PNB,Delhi,2024-07-18T18:38:12,18,3,0,34.644508853290034,1,0,0,0,0,6.929692880500038,0.3723511957586532,-1.0,-1.8369701987210297e-16,16.357803541316017
TXN386585916,14412.02,P2P,SBI,BOB,Lucknow,2024-07-26T16:04:35,16,4,0,22.098019274293257,1,0,0,0,0,9.575887243718302,1.4552156230785,-0.8660254037844384,-0.5000000000000004,11.339207709717304
TXN792735753,50.0,P2P,Axis,Kotak,Hyderabad,2024-03-27T11:30:52,11,2,0,29.71561832880472,3,0,0,0,0,3.9318256327243257,0.5048967525062706,0.258819045102521,-0.9659258262890682,19.386247331521886
TXN460815372,1013.09,QR,SBI,Kotak,Lucknow,2024-10-15T13:23:18,13,1,0,13.70419328400044,3,0,0,0,0,6.921746937608874,0.3734553098817696,-0.2588190451025208,-0.9659258262890683,12.981677313600176
TXN603580717,9456.86,P2P,PNB,PNB,Delhi,2024-10-27T11:06:48,11,6,0,27.431413756990413,3,0,0,0,0,9.154601420810485,0.7789409459089494,0.258819045102521,-0.9659258262890682,18.472565502796165
TXN130418772,2521.56,Auto-Pay,ICICI,BOB,Chennai,2024-05-16T17:30:06,17,3,0,36.88019023596234,3,0,0,0,0,7.8330295378715435,0.16758101676712706,-0.9659258262890683,-0.25881904510252063,22.252076094384936
TXN538749397,5346.58,Auto-Pay,BOB,PNB,Lucknow,2024-06-25T12:59:51,12,1,0,31.325926716740124,3,0,0,0,0,8.584399401106461,0.21797454319411022,1.2246467991473532e-16,-1.0,20.030370686696052
TXN109336322,925.41,P2P,BOB,PNB,Mumbai,2024-04-14T20:22:30,20,6,0,25.561919226422717,2,0,0,0,0,6.8313169012337,0.38542177790585486,-0.8660254037844386,0.5000000000000001,15.224767690569088
TXN331677964,1215.78,Collect,HDFC,HDFC,Bangalore,2024-03-11T11:49:30,11,0,0,10.352489719129911,1,0,0,0,0,7.103963304255103,0.3457924060975333,0.258819045102521,-0.9659258262890682,6.640995887651965
TXN645946249,6303.25,QR,Axis,ICICI,Mumbai,2024-05-13T16:21:45,16,0,0,10.721737678441645,2,0,0,0,0,8.748979288111789,0.34853979142177477,-0.8660254037844384,-0.5000000000000004,9.288695071376658
TXN558326439,50.0,QR,HDFC,Axis,Mumbai,2024-01-27T15:33:17,15,5,0,36.338361920406925,3,0,0,0,0,3.9318256327243257,0.5048967525062706,-0.7071067811865471,-0.7071067811865479,22.035344768162773
TXN544463143,7729.74,P2M,ICICI,PNB,Mumbai,2024-01-03T19:16:29,19,2,0,37.04778346828458,3,0,0,0,0,8.952959867918056,0.543225546117,-0.9659258262890684,0.2588190451025203,22.319113387313834
TXN412932375,207.81,QR,Kotak,HDFC,Hyderabad,2024-01-19T11:51:37,11,4,0,10.879458501024642,1,0,0,0,0,5.3414247475819705,0.48335902076720944,0.258819045102521,-0.9659258262890682,6.851783400409857
TXN693545283,1259.37,P2P,ICICI,BOB,Ahmedabad,2024-08-12T12:34:17,12,0,0,18.48440578975596,1,0,0,0,0,7.139160607632219,0.33984329180499373,1.2246467991473532e-16,-1.0,9.893762315902386
TXN475498286,411.96,P2P,ICICI,BOB,Lucknow,2024-02-26T17:49:24,17,0,0,19.895515433406928,3,0,0,0,0,6.023350735970304,0.45549685782107574,-0.9659258262890683,-0.25881904510252063,15.458206173362772
TXN453279606,9162.51,QR,Kotak,Axis,Jaipur,2024-03-06T12:50:59,12,2,0,34.148106871474496,2,0,0,0,0,9.122984572043416,0.7387683881661403,1.2246467991473532e-16,-1.0,18.659242748589797
TXN400875080,164.51,P2M,Kotak,BOB,Hyderabad,2024-06-06T08:16:58,8,3,0,26.116724205293206,3,0,0,0,0,5.109031615952449,0.4892685561851256,0.8660254037844387,-0.4999999999999998,17.94668968211728
TXN867614570,5730.35,QR,SBI,PNB,Ahmedabad,2024-10-18T13:59:22,13,4,0,28.797597556616413,3,0,0,0,0,8.653706384053212,0.27035104220874523,-0.2588190451025208,-0.9659258262890683,19.019039022646567
TXN355730900,990.56,Auto-Pay,BOB,Kotak,Pune,2024-10-17T17:47:21,17,3,0,28.959038841180494,2,0,0,0,0,6.899279460501093,0.3765301790033782,-0.9659258262890683,-0.25881904510252063,16.583615536472198
TXN483078202,7614.85,P2M,SBI,PNB,Delhi,2024-09-10T08:24:31,8,1,0,10.207487536790735,2,0,0,0,0,8.937986880899093,0.5275454878222104,0.8660254037844387,-0.4999999999999998,9.082995014716294
TXN357781997,15000.0,QR,Kotak,PNB,Chennai,2024-10-30T03:56:28,3,2,1,81.1068342534806,14,1,1,1,1,9.61587214452889,1.5354624737719493,0.7071067811865476,0.7071067811865476,112.44273370139224
TXN181761220,2300.36,QR,ICICI,SBI,Ahmedabad,2024-12-07T12:33:24,12,5,0,39.309984232153234,1,0,0,0,0,7.741255531513535,0.19777014458336395,1.2246467991473532e-16,-1.0,18.223993692861292
TXN510551276,64.73,P2P,Kotak,Axis,Delhi,2024-01-04T19:37:32,19,3,0,21.33882449350545,3,0,0,0,0,4.185555442275485,0.5028864186331551,-0.9659258262890684,0.2588190451025203,16.03552979740218
TXN651920037,377.57,P2M,PNB,Kotak,Pune,2024-12-28T13:04:12,13,5,0,19.79184258104643,2,0,0,0,0,5.936400996332929,0.46019036643590566,-0.2588190451025208,-0.9659258262890683,12.916737032418574
TXN474432985,1059.39,P2P,Kotak,ICICI,Hyderabad,2024-08-03T09:21:02,9,5,0,41.68759559972546,3,0,0,0,0,6.966392043966783,0.3671363378298177,0.7071067811865476,-0.7071067811865475,24.175038239890185
TXN563672553,414.93,Auto-Pay,Kotak,Kotak,Kolkata,2024-03-07T20:21:37,20,3,0,26.945748658720063,1,0,0,0,0,6.030516976871639,0.45509151555338034,-0.8660254037844386,0.5000000000000001,13.278299463488025
TXN148701012,367.1,Auto-Pay,PNB,PNB,Bangalore,2024-03-02T20:57:13,20,5,0,20.054019320697368,2,1,0,0,0,5.908354640384975,0.4616193002886905,-0.8660254037844386,0.5000000000000001,33.02160772827895
TXN594116040,7088.16,P2P,BOB,SBI,Mumbai,2024-02-24T16:56:38,16,5,0,26.274848900690685,1,0,0,0,0,8.866322135779466,0.4556634275621117,-0.8660254037844384,-0.5000000000000004,13.009939560276274
TXN626485362,1348.07,P2P,BOB,Kotak,Kolkata,2024-03-11T15:44:50,15,0,0,16.655133335371247,2,0,0,0,0,7.207170745150604,0.3277376153253363,-0.7071067811865471,-0.7071067811865479,11.6620533341485
TXN942864269,867.37,P2P,PNB,Kotak,Delhi,2024-02-25T10:36:57,10,6,0,23.853506048079666,3,0,0,0,0,6.766617891115368,0.3933430119856668,0.49999999999999994,-0.8660254037844387,17.041402419231865
TXN461482109,429.96,P2P,BOB,BOB,Ahmedabad,2024-06-28T17:31:41,17,4,0,43.032233897892915,2,0,0,0,0,6.066015278372278,0.45304023801686116,-0.9659258262890683,-0.25881904510252063,22.212893559157166
TXN654558903,1497.48,Auto-Pay,ICICI,PNB,Mumbai,2024-12-09T11:11:58,11,0,0,15.846188113222633,3,0,0,0,0,7.312206539987637,0.30734630616157516,0.258819045102521,-0.9659258262890682,13.838475245289054
TXN990432429,679.3,P2M,SBI,HDFC,Mumbai,2024-04-15T19:54:14,19,0,0,30.515261345705923,1,0,0,0,0,6.522533877351015,0.4190105945733688,-0.9659258262890684,0.2588190451025203,14.70610453828237
TXN269927445,444.38,P2P,Kotak,Kotak,Lucknow,2024-01-18T13:36:33,13,3,0,29.416120634117394,3,1,0,0,0,6.09892785035751,0.4510722125959292,-0.2588190451025208,-0.9659258262890683,39.266448253646956
TXN415597208,102.26,P2P,Kotak,Kotak,Lucknow,2024-01-31T13:21:32,13,2,0,25.553280913718105,2,0,0,0,0,4.637250079451503,0.49776436634136767,-0.2588190451025208,-0.9659258262890683,15.221312365487243
TXN158065252,350.54,P2P,Axis,PNB,Chennai,2024-08-30T13:33:49,13,4,0,24.50538744151033,2,0,0,0,0,5.8623235027847524,0.4638793905085679,-0.2588190451025208,-0.9659258262890683,14.802154976604132
TXN413898063,518.15,Auto-Pay,Kotak,ICICI,Ahmedabad,2024-10-12T19:55:34,19,5,0,30.869050133144572,1,0,0,0,0,6.252192858749463,0.4410041657649898,-0.9659258262890684,0.2588190451025203,14.84762005325783
TXN233784320,50.0,P2M,PNB,PNB,Chennai,2024-10-05T14:05:23,14,5,0,41.09624384730222,3,0,0,1,0,3.9318256327243257,0.5048967525062706,-0.4999999999999997,-0.8660254037844388,33.938497538920885
TXN169699954,1070.6,QR,BOB,Kotak,Kolkata,2024-11-03T09:34:11,9,6,0,22.130229575652272,1,0,0,0,0,6.976908137670454,0.36560640960730406,0.7071067811865476,-0.7071067811865475,11.352091830260909
TXN385428600,1699.94,Auto-Pay,Axis,PNB,Ahmedabad,2024-03-08T08:38:19,8,4,0,29.871639280420442,2,0,0,0,0,7.438936318405135,0.2797147925192816,0.8660254037844387,-0.4999999999999998,16.948655712168176
TXN775877469,125.2,P2P,Axis,Axis,Ahmedabad,2024-12-04T10:00:21,10,2,0,39.22504784547269,2,0,0,0,0,4.837867950107113,0.49463354087977424,0.49999999999999994,-0.8660254037844387,20.690019138189076
TXN889896241,639.11,QR,HDFC,PNB,Ahmedabad,2024-10-17T20:40:28,20,3,0,34.10098322364233,1,1,0,0,0,6.461640036584902,0.42449568068066784,-0.8660254037844386,0.5000000000000001,36.14039328945693
TXN269521001,10157.03,Auto-Pay,Kotak,ICICI,Hyderabad,2024-04-11T09:16:43,9,3,0,42.30056110707617,2,0,0,0,0,9.2260198046941,0.8744993619265561,0.7071067811865476,-0.7071067811865475,21.92022444283047
TXN181998337,589.54,QR,BOB,BOB,Hyderabad,2024-12-05T17:55:55,17,3,0,34.555977246485895,2,0,0,0,0,6.381037372547285,0.4312609386637188,-0.9659258262890683,-0.25881904510252063,18.822390898594357
TXN406327565,17672.65,P2M,HDFC,SBI,Bangalore,2024-08-17T14:33:48,14,5,0,32.39893952742894,3,0,0,0,0,9.779830108781265,1.9002227470905104,-0.4999999999999997,-0.8660254037844388,20.459575810971575
TXN972014517,1789.49,P2M,BOB,Axis,Pune,2024-02-18T11:16:17,11,6,0,27.916574244436838,3,0,0,0,0,7.490244604390777,0.2674931089933141,0.258819045102521,-0.9659258262890682,18.666629697774738
TXN304625176,8207.46,Collect,ICICI,ICICI,Pune,2024-02-08T08:26:55,8,3,0,14.090807572186868,1,0,0,0,0,9.012920608725198,0.6084242357208549,0.8660254037844387,-0.4999999999999998,8.136323028874749
TXN241137833,692.97,P2P,Kotak,HDFC,Jaipur,2024-11-09T14:05:31,14,5,0,36.80298540201849,2,0,0,0,0,6.542428731906756,0.4171449283109458,-0.4999999999999997,-0.8660254037844388,19.7211941608074
TXN522965343,268.74,P2P,PNB,HDFC,Ahmedabad,2024-03-19T15:14:49,15,1,0,27.742623618859465,3,0,0,0,0,5.597458532088711,0.475043362729943,-0.7071067811865471,-0.7071067811865479,18.59704944754379
TXN402889888,96.75,QR,SBI,Axis,Hyderabad,2024-01-28T08:23:46,8,6,0,19.570548052386833,3,0,0,0,0,4.582413198865475,0.49851636495921337,0.8660254037844387,-0.4999999999999998,15.328219220954733
TXN947291464,2997.1,P2M,SBI,Kotak,Jaipur,2024-09-07T20:02:14,20,5,0,40.59597387549591,1,0,0,0,0,8.005734033676639,0.1026798511173381,-0.8660254037844386,0.5000000000000001,18.738389550198363
TXN851274047,1458.87,Auto-Pay,Kotak,BOB,Hyderabad,2024-06-22T15:17:51,15,5,0,40.84757308803009,2,0,0,0,0,7.286102669642098,0.3126157556416155,-0.7071067811865471,-0.7071067811865479,21.339029235212035
TXN616846930,620.37,QR,Kotak,Kotak,Bangalore,2024-09-19T08:30:53,8,3,0,43.63935406481011,3,0,0,0,0,6.4319267177117725,0.42705329485461124,0.8660254037844387,-0.4999999999999998,24.955741625924045
TXN253028808,871.6,P2P,ICICI,BOB,Ahmedabad,2024-04-12T13:29:57,13,4,0,20.43500399018491,3,0,0,0,0,6.771477260689509,0.39276570633167635,-0.2588190451025208,-0.9659258262890683,15.674001596073964
TXN761479864,35000.0,P2P,PNB,Axis,Mumbai,2024-07-24T20:17:06,20,2,0,81.59199189432708,4,1,1,1,1,10.463131911491967,4.2650400340103705,-0.8660254037844386,0.5000000000000001,72.63679675773083
